mode: set
gowails/pkg/app/jobs/jobs.go:54.43,55.48 1 1
gowails/pkg/app/pvc_files.go:554.74,556.35 2 0
gowails/pkg/app/pvc_files.go:556.35,557.85 1 0
gowails/pkg/app/pvc_files.go:557.85,559.4 1 0
gowails/pkg/app/pvc_files.go:561.2,561.18 1 0
gowails/pkg/app/pvc_files.go:565.130,566.38 1 0
gowails/pkg/app/pvc_files.go:566.38,567.36 1 0
gowails/pkg/app/pvc_files.go:567.36,568.24 1 0
gowails/pkg/app/pvc_files.go:568.24,570.5 1 0
gowails/pkg/app/pvc_files.go:573.2,573.26 1 0
gowails/pkg/app/pvc_files.go:577.124,579.17 2 0
gowails/pkg/app/pvc_files.go:579.17,582.3 2 0
gowails/pkg/app/pvc_files.go:583.2,584.17 2 0
gowails/pkg/app/pvc_files.go:584.17,587.3 2 0
gowails/pkg/app/pvc_files.go:588.2,588.31 1 0
gowails/pkg/app/pvc_files.go:588.31,589.22 1 0
gowails/pkg/app/pvc_files.go:589.22,590.12 1 0
gowails/pkg/app/pvc_files.go:592.3,593.26 2 0
gowails/pkg/app/pvc_files.go:593.26,594.12 1 0
gowails/pkg/app/pvc_files.go:596.3,597.12 2 0
gowails/pkg/app/pvc_files.go:597.12,599.4 1 0
gowails/pkg/app/pvc_files.go:601.2,602.8 2 0
gowails/pkg/app/pvc_resize.go:13.85,14.21 1 1
gowails/pkg/app/pvc_resize.go:14.21,16.3 1 1
gowails/pkg/app/pvc_resize.go:17.2,17.19 1 1
gowails/pkg/app/pvc_resize.go:17.19,19.3 1 1
gowails/pkg/app/pvc_resize.go:20.2,20.19 1 1
gowails/pkg/app/pvc_resize.go:20.19,22.3 1 1
gowails/pkg/app/pvc_resize.go:24.2,25.16 2 1
gowails/pkg/app/pvc_resize.go:25.16,27.3 1 1
gowails/pkg/app/pvc_resize.go:29.2,30.16 2 1
gowails/pkg/app/pvc_resize.go:30.16,32.3 1 0
gowails/pkg/app/pvc_resize.go:34.2,35.16 2 1
gowails/pkg/app/pvc_resize.go:35.16,37.3 1 1
gowails/pkg/app/pvc_resize.go:39.2,39.40 1 1
gowails/pkg/app/pvc_resize.go:39.40,41.3 1 1
gowails/pkg/app/pvc_resize.go:42.2,45.12 3 1
gowails/pkg/app/rbac_polling.go:6.34,18.2 4 1
gowails/pkg/app/rbac_polling.go:20.92,21.12 1 1
gowails/pkg/app/rbac_polling.go:21.12,25.7 3 1
gowails/pkg/app/rbac_polling.go:25.7,27.20 2 1
gowails/pkg/app/rbac_polling.go:27.20,28.13 1 0
gowails/pkg/app/rbac_polling.go:31.4,32.24 2 0
gowails/pkg/app/rbac_polling.go:32.24,33.13 1 0
gowails/pkg/app/rbac_polling.go:36.4,37.18 2 0
gowails/pkg/app/rbac_polling.go:37.18,38.13 1 0
gowails/pkg/app/rbac_polling.go:41.4,41.38 1 0
gowails/pkg/app/replicasets.go:12.79,22.2 1 1
gowails/pkg/app/replicasets.go:25.74,27.98 1 1
gowails/pkg/app/replicasets.go:27.98,29.18 2 1
gowails/pkg/app/replicasets.go:29.18,31.5 1 0
gowails/pkg/app/replicasets.go:32.4,32.26 1 1
gowails/pkg/app/resource_actions.go:21.67,23.16 2 1
gowails/pkg/app/resource_actions.go:23.16,25.3 1 0
gowails/pkg/app/resource_actions.go:26.2,30.31 2 1
gowails/pkg/app/resource_actions.go:31.35,32.124 1 1
gowails/pkg/app/resource_actions.go:33.37,34.125 1 1
gowails/pkg/app/resource_actions.go:35.33,36.123 1 1
gowails/pkg/app/resource_actions.go:37.10,38.63 1 1
gowails/pkg/app/resource_actions.go:40.2,40.12 1 1
gowails/pkg/app/resource_actions.go:45.67,47.2 1 1
gowails/pkg/app/resource_actions.go:53.63,55.2 1 1
gowails/pkg/app/resource_actions.go:58.62,60.2 1 1
gowails/pkg/app/resource_actions.go:64.90,66.16 2 0
gowails/pkg/app/resource_actions.go:66.16,68.3 1 0
gowails/pkg/app/resource_actions.go:69.2,70.16 2 0
gowails/pkg/app/resource_actions.go:70.16,72.3 1 0
gowails/pkg/app/resource_actions.go:73.2,73.30 1 0
gowails/pkg/app/resource_actions.go:73.30,75.3 1 0
gowails/pkg/app/resource_actions.go:77.2,78.16 2 0
gowails/pkg/app/resource_actions.go:78.16,80.3 1 0
gowails/pkg/app/resource_actions.go:82.2,84.12 3 0
gowails/pkg/app/resource_actions.go:87.175,90.16 3 0
gowails/pkg/app/resource_actions.go:90.16,92.3 1 0
gowails/pkg/app/resource_actions.go:94.2,94.34 1 0
gowails/pkg/app/resource_actions.go:94.34,95.53 1 0
gowails/pkg/app/resource_actions.go:95.53,96.12 1 0
gowails/pkg/app/resource_actions.go:98.3,98.56 1 0
gowails/pkg/app/resource_actions.go:98.56,101.4 2 0
gowails/pkg/app/resource_actions.go:103.2,103.59 1 0
gowails/pkg/app/resource_actions.go:106.74,107.27 1 0
gowails/pkg/app/resource_actions.go:107.27,108.51 1 0
gowails/pkg/app/resource_actions.go:108.51,110.4 1 0
gowails/pkg/app/resource_actions.go:112.2,112.14 1 0
gowails/pkg/app/resource_actions.go:115.65,116.69 1 0
gowails/pkg/app/resource_actions.go:116.69,118.58 2 0
gowails/pkg/app/resource_actions.go:118.58,120.4 1 0
gowails/pkg/app/resource_actions.go:121.3,121.15 1 0
gowails/pkg/app/resource_actions.go:123.2,123.10 1 0
gowails/pkg/app/resource_actions.go:129.64,131.2 1 1
gowails/pkg/app/resource_actions.go:134.63,136.2 1 1
gowails/pkg/app/resource_actions.go:141.62,143.2 1 1
gowails/pkg/app/resource_actions.go:146.61,148.2 1 1
gowails/pkg/app/resource_actions.go:153.62,155.2 1 1
gowails/pkg/app/resource_actions.go:160.61,162.2 1 1
gowails/pkg/app/resource_actions.go:167.58,169.2 1 1
gowails/pkg/app/resource_actions.go:174.73,176.2 1 1
gowails/pkg/app/resource_actions.go:181.57,183.2 1 1
gowails/pkg/app/resource_actions.go:188.59,190.2 1 1
gowails/pkg/app/resource_actions.go:195.79,196.18 1 1
gowails/pkg/app/resource_actions.go:196.18,198.3 1 1
gowails/pkg/app/resource_actions.go:199.2,200.25 2 1
gowails/pkg/app/resource_actions.go:200.25,202.3 1 0
gowails/pkg/app/resource_actions.go:203.2,204.16 2 1
gowails/pkg/app/resource_actions.go:204.16,206.3 1 0
gowails/pkg/app/resource_actions.go:208.2,209.31 2 1
gowails/pkg/app/resource_actions.go:210.35,211.70 1 1
gowails/pkg/app/resource_actions.go:211.70,213.4 1 1
gowails/pkg/app/resource_actions.go:213.45,216.4 2 0
gowails/pkg/app/resource_actions.go:217.37,218.70 1 1
gowails/pkg/app/resource_actions.go:218.70,220.4 1 1
gowails/pkg/app/resource_actions.go:220.45,223.4 2 0
gowails/pkg/app/resource_actions.go:224.33,225.98 1 1
gowails/pkg/app/resource_actions.go:226.35,227.70 1 1
gowails/pkg/app/resource_actions.go:227.70,229.4 1 1
gowails/pkg/app/resource_actions.go:229.45,232.4 2 0
gowails/pkg/app/resource_actions.go:233.10,234.63 1 1
gowails/pkg/app/resource_actions.go:242.93,243.37 1 1
gowails/pkg/app/resource_actions.go:243.37,245.3 1 1
gowails/pkg/app/resource_actions.go:246.2,247.16 2 1
gowails/pkg/app/resource_actions.go:247.16,249.3 1 1
gowails/pkg/app/resource_actions.go:250.2,251.27 2 1
gowails/pkg/app/resource_actions_jobs.go:14.55,16.2 1 1
gowails/pkg/app/resource_actions_jobs.go:19.59,21.2 1 1
gowails/pkg/app/resource_actions_jobs.go:23.60,25.16 2 1
gowails/pkg/app/resource_actions_jobs.go:25.16,27.3 1 0
gowails/pkg/app/resource_actions_jobs.go:28.2,30.12 3 1
gowails/pkg/app/resource_actions_jobs.go:33.59,35.16 2 1
gowails/pkg/app/resource_actions_jobs.go:35.16,37.3 1 0
gowails/pkg/app/resource_actions_jobs.go:38.2,40.12 3 1
gowails/pkg/app/resource_actions_jobs.go:43.72,45.16 2 1
gowails/pkg/app/resource_actions_jobs.go:45.16,47.3 1 0
gowails/pkg/app/resource_actions_jobs.go:48.2,49.16 2 1
gowails/pkg/app/resource_actions_jobs.go:49.16,51.3 1 0
gowails/pkg/app/resource_actions_jobs.go:52.2,60.16 3 1
gowails/pkg/app/resource_actions_jobs.go:60.16,62.3 1 0
gowails/pkg/app/resource_actions_jobs.go:64.2,64.21 1 1
gowails/pkg/app/resource_actions_jobs.go:64.21,67.19 2 1
gowails/pkg/app/resource_actions_jobs.go:67.19,69.4 1 0
gowails/pkg/app/resource_actions_jobs.go:70.3,70.41 1 0
gowails/pkg/app/resource_actions_jobs.go:70.41,72.4 1 0
gowails/pkg/app/resource_actions_jobs.go:75.2,75.12 1 1
gowails/pkg/app/resource_actions_jobs.go:78.54,80.16 2 1
gowails/pkg/app/resource_actions_jobs.go:80.16,82.3 1 0
gowails/pkg/app/resource_actions_jobs.go:83.2,84.16 2 1
gowails/pkg/app/resource_actions_jobs.go:84.16,86.3 1 0
gowails/pkg/app/resource_actions_jobs.go:87.2,96.51 4 1
gowails/pkg/app/resource_actions_jobs.go:96.51,102.5 1 0
gowails/pkg/app/resource_actions_jobs.go:102.5,104.4 1 0
gowails/pkg/app/resource_actions_jobs.go:106.2,110.16 5 1
gowails/pkg/app/resource_actions_jobs.go:110.16,112.3 1 0
gowails/pkg/app/resource_actions_jobs.go:114.2,114.21 1 1
gowails/pkg/app/resource_actions_jobs.go:114.21,117.19 2 1
gowails/pkg/app/resource_actions_jobs.go:117.19,119.4 1 0
gowails/pkg/app/resource_actions_jobs.go:120.3,120.41 1 0
gowails/pkg/app/resource_actions_jobs.go:120.41,122.4 1 0
gowails/pkg/app/resource_actions_jobs.go:125.2,125.12 1 1
gowails/pkg/app/resource_details.go:158.70,159.42 1 1
gowails/pkg/app/resource_details.go:159.42,160.53 1 1
gowails/pkg/app/resource_details.go:160.53,162.4 1 1
gowails/pkg/app/resource_details.go:164.2,164.14 1 0
gowails/pkg/app/resource_details.go:168.75,173.50 4 1
gowails/pkg/app/resource_details.go:173.50,174.15 1 1
gowails/pkg/app/resource_details.go:174.15,176.4 1 1
gowails/pkg/app/resource_details.go:177.3,177.30 1 1
gowails/pkg/app/resource_details.go:180.2,181.42 2 1
gowails/pkg/app/resource_details.go:181.42,183.3 1 0
gowails/pkg/app/resource_details.go:185.2,194.3 1 1
gowails/pkg/app/resource_details.go:198.89,202.22 3 1
gowails/pkg/app/resource_details.go:202.22,204.47 2 1
gowails/pkg/app/resource_details.go:204.47,205.12 1 0
gowails/pkg/app/resource_details.go:207.3,207.58 1 1
gowails/pkg/app/resource_details.go:210.2,210.15 1 1
gowails/pkg/app/resource_details.go:214.75,216.34 2 1
gowails/pkg/app/resource_details.go:216.34,218.45 2 1
gowails/pkg/app/resource_details.go:218.45,220.4 1 1
gowails/pkg/app/resource_details.go:221.3,227.5 1 1
gowails/pkg/app/resource_details.go:229.2,229.15 1 1
gowails/pkg/app/resource_details.go:233.60,236.22 3 1
gowails/pkg/app/resource_details.go:236.22,238.3 1 1
gowails/pkg/app/resource_details.go:239.2,239.15 1 1
gowails/pkg/app/resource_details.go:243.95,245.34 2 1
gowails/pkg/app/resource_details.go:245.34,247.45 2 0
gowails/pkg/app/resource_details.go:247.45,249.4 1 0
gowails/pkg/app/resource_details.go:250.3,256.5 1 0
gowails/pkg/app/resource_details.go:258.2,258.15 1 1
gowails/pkg/app/resource_details.go:262.105,264.29 2 1
gowails/pkg/app/resource_details.go:264.29,268.67 2 1
gowails/pkg/app/resource_details.go:268.67,269.12 1 0
gowails/pkg/app/resource_details.go:272.3,273.73 2 1
gowails/pkg/app/resource_details.go:273.73,274.62 1 0
gowails/pkg/app/resource_details.go:274.62,276.5 1 0
gowails/pkg/app/resource_details.go:279.3,280.48 2 1
gowails/pkg/app/resource_details.go:280.48,282.4 1 0
gowails/pkg/app/resource_details.go:284.3,285.42 2 1
gowails/pkg/app/resource_details.go:285.42,287.4 1 0
gowails/pkg/app/resource_details.go:289.3,290.30 2 1
gowails/pkg/app/resource_details.go:290.30,292.4 1 0
gowails/pkg/app/resource_details.go:294.3,301.5 1 1
gowails/pkg/app/resource_details.go:303.2,303.15 1 1
gowails/pkg/app/resource_details.go:307.70,308.27 1 1
gowails/pkg/app/resource_details.go:308.27,309.43 1 1
gowails/pkg/app/resource_details.go:309.43,311.4 1 1
gowails/pkg/app/resource_details.go:313.2,313.14 1 1
gowails/pkg/app/resource_details.go:317.164,321.22 3 1
gowails/pkg/app/resource_details.go:321.22,325.44 2 1
gowails/pkg/app/resource_details.go:325.44,327.72 2 1
gowails/pkg/app/resource_details.go:327.72,328.13 1 0
gowails/pkg/app/resource_details.go:331.4,333.33 3 1
gowails/pkg/app/resource_details.go:337.2,337.15 1 1
gowails/pkg/app/resource_details.go:341.88,343.42 2 1
gowails/pkg/app/resource_details.go:343.42,345.3 1 0
gowails/pkg/app/resource_details.go:347.2,348.32 2 1
gowails/pkg/app/resource_details.go:348.32,349.52 1 1
gowails/pkg/app/resource_details.go:349.52,351.4 1 1
gowails/pkg/app/resource_details.go:354.2,357.38 3 1
gowails/pkg/app/resource_details.go:357.38,359.3 1 1
gowails/pkg/app/resource_details.go:361.2,369.3 1 1
gowails/pkg/app/resource_details.go:373.74,374.21 1 1
gowails/pkg/app/resource_details.go:374.21,376.3 1 0
gowails/pkg/app/resource_details.go:377.2,378.34 2 1
gowails/pkg/app/resource_details.go:378.34,380.3 1 0
gowails/pkg/app/resource_details.go:381.2,381.15 1 1
gowails/pkg/app/resource_details.go:385.75,387.16 2 1
gowails/pkg/app/resource_details.go:387.16,389.3 1 0
gowails/pkg/app/resource_details.go:392.2,393.16 2 1
gowails/pkg/app/resource_details.go:393.16,395.3 1 1
gowails/pkg/app/resource_details.go:397.2,407.16 4 1
gowails/pkg/app/resource_details.go:407.16,409.3 1 1
gowails/pkg/app/resource_details.go:412.2,414.20 2 1
gowails/pkg/app/resource_details.go:418.87,420.16 2 1
gowails/pkg/app/resource_details.go:420.16,422.3 1 0
gowails/pkg/app/resource_details.go:424.2,434.16 4 1
gowails/pkg/app/resource_details.go:434.16,436.3 1 0
gowails/pkg/app/resource_details.go:438.2,441.46 2 1
gowails/pkg/app/resource_details.go:441.46,443.3 1 1
gowails/pkg/app/resource_details.go:446.2,446.27 1 1
gowails/pkg/app/resource_details.go:446.27,448.3 1 0
gowails/pkg/app/resource_details.go:450.2,450.20 1 1
gowails/pkg/app/resource_details.go:454.110,455.23 1 1
gowails/pkg/app/resource_details.go:455.23,457.3 1 0
gowails/pkg/app/resource_details.go:459.2,460.16 2 1
gowails/pkg/app/resource_details.go:460.16,462.3 1 0
gowails/pkg/app/resource_details.go:464.2,465.39 2 1
gowails/pkg/app/resource_details.go:465.39,467.3 1 0
gowails/pkg/app/resource_details.go:469.2,469.57 1 1
gowails/pkg/app/resource_details.go:473.82,476.22 2 1
gowails/pkg/app/resource_details.go:476.22,480.62 2 1
gowails/pkg/app/resource_details.go:480.62,481.12 1 1
gowails/pkg/app/resource_details.go:484.3,484.52 1 1
gowails/pkg/app/resource_details.go:487.2,487.15 1 1
gowails/pkg/app/resource_details.go:491.59,498.33 5 1
gowails/pkg/app/resource_details.go:498.33,500.39 2 1
gowails/pkg/app/resource_details.go:500.39,504.4 3 1
gowails/pkg/app/resource_details.go:507.2,517.3 1 1
gowails/pkg/app/resource_details.go:521.50,522.30 1 1
gowails/pkg/app/resource_details.go:522.30,524.3 1 1
gowails/pkg/app/resource_details.go:525.2,525.27 1 1
gowails/pkg/app/resource_details.go:525.27,527.3 1 1
gowails/pkg/app/resource_details.go:528.2,528.18 1 1
gowails/pkg/app/resource_details.go:532.91,534.16 2 1
gowails/pkg/app/resource_details.go:534.16,536.3 1 0
gowails/pkg/app/resource_details.go:538.2,539.16 2 1
gowails/pkg/app/resource_details.go:539.16,541.3 1 0
gowails/pkg/app/resource_details.go:543.2,546.28 2 1
gowails/pkg/app/resource_details.go:546.28,553.3 1 1
gowails/pkg/app/resource_details.go:556.2,556.34 1 1
gowails/pkg/app/resource_details.go:556.34,563.3 1 0
gowails/pkg/app/resource_details.go:566.2,566.41 1 1
gowails/pkg/app/resource_details.go:566.41,568.3 1 1
gowails/pkg/app/resource_details.go:570.2,570.20 1 1
gowails/pkg/app/resource_details.go:574.85,576.16 2 1
gowails/pkg/app/resource_details.go:576.16,578.3 1 0
gowails/pkg/app/resource_details.go:580.2,581.16 2 1
gowails/pkg/app/resource_details.go:581.16,583.3 1 0
gowails/pkg/app/resource_details.go:585.2,587.32 2 1
gowails/pkg/app/resource_details.go:587.32,590.23 2 1
gowails/pkg/app/resource_details.go:590.23,591.53 1 1
gowails/pkg/app/resource_details.go:591.53,593.10 2 0
gowails/pkg/app/resource_details.go:597.3,602.5 1 1
gowails/pkg/app/resource_details.go:606.2,606.41 1 1
gowails/pkg/app/resource_details.go:606.41,608.3 1 1
gowails/pkg/app/resource_details.go:610.2,610.20 1 1
gowails/pkg/app/resource_details.go:614.96,616.16 2 1
gowails/pkg/app/resource_details.go:616.16,618.3 1 0
gowails/pkg/app/resource_details.go:620.2,621.16 2 1
gowails/pkg/app/resource_details.go:621.16,623.3 1 1
gowails/pkg/app/resource_details.go:625.2,636.16 4 1
gowails/pkg/app/resource_details.go:636.16,638.3 1 1
gowails/pkg/app/resource_details.go:641.2,647.16 3 1
gowails/pkg/app/resource_details.go:647.16,650.52 2 1
gowails/pkg/app/resource_details.go:650.52,652.4 1 0
gowails/pkg/app/resource_details.go:655.2,655.20 1 1
gowails/pkg/app/resource_details.go:659.99,661.16 2 1
gowails/pkg/app/resource_details.go:661.16,663.3 1 0
gowails/pkg/app/resource_details.go:665.2,666.16 2 1
gowails/pkg/app/resource_details.go:666.16,668.3 1 1
gowails/pkg/app/resource_details.go:670.2,680.16 4 1
gowails/pkg/app/resource_details.go:680.16,683.47 2 1
gowails/pkg/app/resource_details.go:683.47,685.4 1 1
gowails/pkg/app/resource_details.go:689.2,690.16 2 1
gowails/pkg/app/resource_details.go:690.16,693.47 2 1
gowails/pkg/app/resource_details.go:693.47,695.4 1 1
gowails/pkg/app/resource_details.go:698.2,698.20 1 1
gowails/pkg/app/resource_details.go:702.93,704.16 2 1
gowails/pkg/app/resource_details.go:704.16,706.3 1 0
gowails/pkg/app/resource_details.go:708.2,709.16 2 1
gowails/pkg/app/resource_details.go:709.16,711.3 1 1
gowails/pkg/app/resource_details.go:713.2,722.16 4 1
gowails/pkg/app/resource_details.go:722.16,725.47 2 1
gowails/pkg/app/resource_details.go:725.47,727.4 1 1
gowails/pkg/app/resource_details.go:730.2,730.20 1 1
gowails/pkg/app/resource_details.go:734.96,736.16 2 1
gowails/pkg/app/resource_details.go:736.16,738.3 1 0
gowails/pkg/app/resource_details.go:740.2,741.16 2 1
gowails/pkg/app/resource_details.go:741.16,743.3 1 0
gowails/pkg/app/resource_details.go:745.2,750.41 2 1
gowails/pkg/app/resource_details.go:750.41,751.47 1 0
gowails/pkg/app/resource_details.go:751.47,754.9 3 0
gowails/pkg/app/resource_details.go:759.2,763.16 3 1
gowails/pkg/app/resource_details.go:763.16,765.3 1 1
gowails/pkg/app/resource_details.go:767.2,767.20 1 1
gowails/pkg/app/resource_details.go:771.65,772.21 1 1
gowails/pkg/app/resource_details.go:772.21,774.3 1 1
gowails/pkg/app/resource_details.go:775.2,775.17 1 0
gowails/pkg/app/resource_details.go:779.99,780.28 1 1
gowails/pkg/app/resource_details.go:780.28,782.3 1 0
gowails/pkg/app/resource_details.go:783.2,784.37 2 1
gowails/pkg/app/resource_details.go:784.37,786.3 1 0
gowails/pkg/app/resource_details.go:786.8,788.3 1 1
gowails/pkg/app/resource_details.go:789.2,789.8 1 1
gowails/pkg/app/resource_details.go:793.73,795.38 2 1
gowails/pkg/app/resource_details.go:795.38,796.23 1 1
gowails/pkg/app/resource_details.go:796.23,797.12 1 0
gowails/pkg/app/resource_details.go:799.3,799.40 1 1
gowails/pkg/app/resource_details.go:799.40,808.4 2 1
gowails/pkg/app/resource_details.go:810.2,810.14 1 1
gowails/pkg/app/resource_details.go:814.74,816.35 2 1
gowails/pkg/app/resource_details.go:816.35,821.3 1 0
gowails/pkg/app/resource_details.go:822.2,822.16 1 1
gowails/pkg/app/resource_details.go:826.87,828.16 2 1
gowails/pkg/app/resource_details.go:828.16,830.3 1 0
gowails/pkg/app/resource_details.go:832.2,833.16 2 1
gowails/pkg/app/resource_details.go:833.16,835.3 1 0
gowails/pkg/app/resource_details.go:837.2,840.8 1 1
gowails/pkg/app/resource_details.go:851.87,852.21 1 0
gowails/pkg/app/resource_details.go:852.21,854.3 1 0
gowails/pkg/app/resource_details.go:855.2,855.23 1 0
gowails/pkg/app/resource_details.go:855.23,857.3 1 0
gowails/pkg/app/resource_details.go:859.2,860.16 2 0
gowails/pkg/app/resource_details.go:860.16,862.3 1 0
gowails/pkg/app/resource_details.go:865.2,866.16 2 0
gowails/pkg/app/resource_details.go:866.16,868.3 1 0
gowails/pkg/app/resource_details.go:870.2,876.36 3 0
gowails/pkg/app/resource_details.go:876.36,878.44 2 0
gowails/pkg/app/resource_details.go:878.44,879.38 1 0
gowails/pkg/app/resource_details.go:879.38,881.43 1 0
gowails/pkg/app/resource_details.go:881.43,883.6 1 0
gowails/pkg/app/resource_details.go:885.5,885.51 1 0
gowails/pkg/app/resource_details.go:885.51,887.6 1 0
gowails/pkg/app/resource_details.go:892.2,892.20 1 0
gowails/pkg/app/resource_details.go:910.111,911.21 1 0
gowails/pkg/app/resource_details.go:911.21,913.3 1 0
gowails/pkg/app/resource_details.go:914.2,914.19 1 0
gowails/pkg/app/resource_details.go:914.19,916.3 1 0
gowails/pkg/app/resource_details.go:918.2,919.16 2 0
gowails/pkg/app/resource_details.go:919.16,921.3 1 0
gowails/pkg/app/resource_details.go:923.2,924.16 2 0
gowails/pkg/app/resource_details.go:924.16,926.3 1 0
gowails/pkg/app/resource_details.go:928.2,933.45 2 0
gowails/pkg/app/resource_details.go:933.45,935.45 2 0
gowails/pkg/app/resource_details.go:935.45,937.4 1 0
gowails/pkg/app/resource_details.go:938.3,944.5 1 0
gowails/pkg/app/resource_details.go:947.2,947.20 1 0
gowails/pkg/app/resource_details.go:965.89,966.18 1 0
gowails/pkg/app/resource_details.go:966.18,968.3 1 0
gowails/pkg/app/resource_details.go:970.2,971.16 2 0
gowails/pkg/app/resource_details.go:971.16,973.3 1 0
gowails/pkg/app/resource_details.go:975.2,976.16 2 0
gowails/pkg/app/resource_details.go:976.16,978.3 1 0
gowails/pkg/app/resource_details.go:980.2,988.20 3 0
gowails/pkg/app/resource_lister.go:25.16,27.16 2 1
gowails/pkg/app/resource_lister.go:27.16,29.3 1 1
gowails/pkg/app/resource_lister.go:31.2,32.16 2 1
gowails/pkg/app/resource_lister.go:32.16,34.3 1 1
gowails/pkg/app/resource_lister.go:36.2,38.23 3 1
gowails/pkg/app/resource_lister.go:38.23,40.3 1 1
gowails/pkg/app/resource_lister.go:41.2,41.20 1 1
gowails/pkg/app/resource_lister.go:50.16,52.16 2 1
gowails/pkg/app/resource_lister.go:52.16,54.3 1 1
gowails/pkg/app/resource_lister.go:56.2,57.16 2 1
gowails/pkg/app/resource_lister.go:57.16,59.3 1 0
gowails/pkg/app/resource_lister.go:61.2,63.23 3 1
gowails/pkg/app/resource_lister.go:63.23,65.3 1 1
gowails/pkg/app/resource_lister.go:66.2,66.20 1 1
gowails/pkg/app/resource_utils.go:13.61,14.30 1 1
gowails/pkg/app/resource_utils.go:14.30,16.3 1 1
gowails/pkg/app/resource_utils.go:17.2,17.11 1 1
gowails/pkg/app/resource_utils.go:22.46,23.21 1 1
gowails/pkg/app/resource_utils.go:23.21,25.3 1 1
gowails/pkg/app/resource_utils.go:26.2,26.10 1 1
gowails/pkg/app/resource_utils.go:30.61,31.19 1 1
gowails/pkg/app/resource_utils.go:31.19,33.3 1 1
gowails/pkg/app/resource_utils.go:34.2,34.15 1 1
gowails/pkg/app/resource_utils.go:39.84,41.33 2 1
gowails/pkg/app/resource_utils.go:41.33,43.3 1 1
gowails/pkg/app/resource_utils.go:44.2,44.35 1 1
gowails/pkg/app/resource_utils.go:44.35,45.38 1 1
gowails/pkg/app/resource_utils.go:45.38,47.4 1 1
gowails/pkg/app/resource_utils.go:49.2,49.15 1 1
gowails/pkg/app/resource_utils.go:54.31,56.2 1 1
gowails/pkg/app/resource_utils.go:60.54,61.22 1 1
gowails/pkg/app/resource_utils.go:61.22,63.3 1 1
gowails/pkg/app/resource_utils.go:64.2,64.41 1 1
gowails/pkg/app/resource_utils.go:69.74,70.21 1 1
gowails/pkg/app/resource_utils.go:70.21,72.3 1 1
gowails/pkg/app/resource_utils.go:73.2,74.29 2 1
gowails/pkg/app/resource_utils.go:74.29,75.15 1 1
gowails/pkg/app/resource_utils.go:76.29,77.21 1 1
gowails/pkg/app/resource_utils.go:78.28,79.21 1 1
gowails/pkg/app/resource_utils.go:80.29,81.21 1 1
gowails/pkg/app/resource_utils.go:82.32,83.22 1 1
gowails/pkg/app/resource_utils.go:84.11,85.28 1 1
gowails/pkg/app/resource_utils.go:88.2,88.34 1 1
gowails/pkg/app/resource_yaml.go:13.70,14.21 1 0
gowails/pkg/app/resource_yaml.go:14.21,16.3 1 0
gowails/pkg/app/resource_yaml.go:17.2,18.16 2 0
gowails/pkg/app/resource_yaml.go:18.16,20.3 1 0
gowails/pkg/app/resource_yaml.go:21.2,22.16 2 0
gowails/pkg/app/resource_yaml.go:22.16,24.3 1 0
gowails/pkg/app/resource_yaml.go:26.2,28.16 3 0
gowails/pkg/app/resource_yaml.go:28.16,30.3 1 0
gowails/pkg/app/resource_yaml.go:31.2,31.26 1 0
gowails/pkg/app/resource_yaml.go:35.70,36.21 1 0
gowails/pkg/app/resource_yaml.go:36.21,38.3 1 0
gowails/pkg/app/resource_yaml.go:39.2,40.16 2 0
gowails/pkg/app/resource_yaml.go:40.16,42.3 1 0
gowails/pkg/app/resource_yaml.go:43.2,44.16 2 0
gowails/pkg/app/resource_yaml.go:44.16,46.3 1 0
gowails/pkg/app/resource_yaml.go:47.2,49.16 3 0
gowails/pkg/app/resource_yaml.go:49.16,51.3 1 0
gowails/pkg/app/resource_yaml.go:52.2,52.26 1 0
gowails/pkg/app/resource_yaml.go:56.66,57.21 1 0
gowails/pkg/app/resource_yaml.go:57.21,59.3 1 0
gowails/pkg/app/resource_yaml.go:60.2,61.16 2 0
gowails/pkg/app/resource_yaml.go:61.16,63.3 1 0
gowails/pkg/app/resource_yaml.go:64.2,65.16 2 0
gowails/pkg/app/resource_yaml.go:65.16,67.3 1 0
gowails/pkg/app/resource_yaml.go:68.2,70.16 3 0
gowails/pkg/app/resource_yaml.go:70.16,72.3 1 0
gowails/pkg/app/resource_yaml.go:73.2,73.26 1 0
gowails/pkg/app/resource_yaml.go:77.70,78.21 1 0
gowails/pkg/app/resource_yaml.go:78.21,80.3 1 0
gowails/pkg/app/resource_yaml.go:81.2,82.16 2 0
gowails/pkg/app/resource_yaml.go:82.16,84.3 1 0
gowails/pkg/app/resource_yaml.go:85.2,86.16 2 0
gowails/pkg/app/resource_yaml.go:86.16,88.3 1 0
gowails/pkg/app/resource_yaml.go:89.2,91.16 3 0
gowails/pkg/app/resource_yaml.go:91.16,93.3 1 0
gowails/pkg/app/resource_yaml.go:94.2,94.26 1 0
gowails/pkg/app/resource_yaml.go:98.72,99.21 1 1
gowails/pkg/app/resource_yaml.go:99.21,101.3 1 0
gowails/pkg/app/resource_yaml.go:102.2,103.16 2 1
gowails/pkg/app/resource_yaml.go:103.16,105.3 1 0
gowails/pkg/app/resource_yaml.go:106.2,107.16 2 1
gowails/pkg/app/resource_yaml.go:107.16,109.3 1 0
gowails/pkg/app/resource_yaml.go:110.2,112.16 3 1
